,words,cluster
91,bpjs sehat sanksi tabung tapera sanksi gilir nyata lawan hukum hakim adil nyengir doang,5
92,punten potong bpjs ketenagakerjaan sehat nambah koma persen rumah,5
93,bener gaji mentok umr potong bpjs sehat tunjang tua potong,5
94,bpjs kessehatan tapera dicairin umur ujur tapera nikmatin rumah,5
95,nambah potong upah mah bpjs ketenagakerjaan bpjs pensiun bpjs sehat tapera,5
96,salah kelola direksi tahan,0
97,pajak paham negara butuh bangun pelihara itung zakat islam koma persen bpjs sehat tapera,5
98,awat pasien covid klaim perintah hasil pcr positif hasil pcr periksa pakai dana rugi mahal,5
99,masuk jamin tua gambar persentase ragu,5
100,gotong ria bpjs sehat sehat sakit pusat pemda negara masyarakat rakyat rugi,5
101,lelucon bpjs tk seringkali ambil bpjs sehat skrg ambil hak rakyat,5
102,potong wajib perintah indonesia rakyat bpjs sehat bpjs ketenagakerjaan pph tapera rugi,5
103,warga tahun pake asuransi sehat pake kpr btn aman lancar rumah pake bpjs tolak rumah sakit,5
104,perintah bikin program serah paksa rakyat wajib bpjs sehat ketenagakerjaan,5
105,pribadi nggak suka bijak tapera hitung hitung ngga gin hitung bikin orang ngga bayar premi bpjs sehat nggak tuju nggak disinformasi,5
106,ratus ribu bayar perlu bpjs sehat nombok bantuin masyarakat deh,5
107,pecat karyawan biar karyawan sejahtera dapet bpjs sehat itu iur berat,5
108,rumah duit pakai kelola bunga makan bpjs tenaga kerja bpjs sehat tapera rakyat objek derita,5
109,kasi lo cape cape bayar asuransi sehat bpjs lu sakit minimal celaka,5
110,sumbangsih pajak pabrik rokok ratus triliun dipake nalangin bpjs sumbangsih gede ngerusak sehat masyarakat hasil apa kelola duit,5
111,potong pajak potong bpjs sehat potong bpjs pensiun potong tapera habis gaji,5
112,dasar hitung tentu gaji upah tetap program jamin sosial maksimal belas juta kaya bpjs sehat pakai,5
113,gas bmm air beli negara perintah kelola harga bantu rakyat pandemi sehat kelola perintah ma kangkang rakyat korban tapera,5
114,tagih negara bulan pph bpjs sehat ketenagakerjaan muncul tapera utang meres rakyat kntl,5
115,paham bpjs wajib bayar kerja emang butuh sehat paham layan bpjs hancur,5
116,pph bpjs sehat bpjs tk tapera cicil kpr habis gaji,5
117,potong bpjs tenaga kerja bpjs sehat tapera,5
118,lelucon bpjs tk seringkali gabisa ambil bpjs sehat ambil hak rakyat,5
119,bpjs sehat ketenagakerjaan muncul tapera berat,5
120,potong wajib perintah indonesia rakyat bpjs sehat bpjs ketenagakerjaan pph tapera nilai berat masyarakat,5
121,gaji puluh juta gaji umk gimana standar umk kabupaten gunungkidul jogja koma tujuh juta potong bpjs sehat ketenagakerjaan potong tapera,5
122,indah hidup negeri wakanda hasil kerja peras keringat terima gaji sunat perintah iur bpjs sehat keluarga pakai jht pph besar puluh persen,5
123,potong bpjs tenaga kerja potong bpjs sehat potong dana pensiun kerja pph himpit tabung tapera dana haji embat,5
124,habis gaji pegawai bpjs sehat bpjs jht bpjs pensiun pajak rumah,5
125,harga minyak dunia turun turun harga bbm iur bpjs naik materi sehat susah rakyat temu,5
126,nambah potong gaji bpjs ketenagakerjaan bpjs sehat,5
127,anggap sektor pariwisata buka mohon bantu perintah karyawan usaha pariwisata contoh sederhana relaksasi bayar pajak daerah pb pln pdam bpjs sehat bpjs tk subsidi harga bahan pokok makan gaji,5
128,kasihan buruh potong pph puluh potong bpjs ketenagakerjaan potong bpjs sehat potong tapera sisa,5
129,bpjs kaga bener akal akal urusin perut ama sehat masyarakat biar kenyang rumah,5
130,bayar negara pph bpjs sehat ketenagakerjaan muncul tapera utang jalan meres jalan,5
131,kerja buruh alami potong iur bpjs sehat bpjs tenaga kerja pensiun tambah potong iur tapera miskin,5
132,punten potong persen bpjs ketenagakerjaan sehat nambah koma persen rumah tapera nabung beli rumah,5
133,bener udh gaji mentok umr potong bpjs sehat bpjs ketenagakerjaan tapera,5
134,produktif era new normal jamin layak hidup perintah jamin sehat bpjs jiwasraya stop orang lemah hakikat manusia lewat uji,5
135,de utang sih orang orang situasi gin mana karyawan rumah gaji potong sampe biar kena phk bpjs iur,5
136,subsidi ebt kali defisit bpjs sehat nikmat korporasi rugi daya masuk grid peak kepake pln bayar butuh backup energi fosil,5
137,bakar hutan bpjs sehat internet papua lapor bongkar,5
138,nama program tumpang tindih bpjs sehat bp jamsostek iur bulan tanggung usaha,5
139,langgan bpjs sehat pinjam,5
140,anjir lemes baca payday suka sedih potong pph bpjs sehat bpjs tk bpjs jht tapera berat,5
141,bayar manual september ganti autodebet indikator autodebet sebenernya salah orang patuh bayar bpjs sehat,5
142,baca pp khusus pns laku nasional nih thp bpjs sehat trus bpjs pensiun tapera berat terap nasional,5
143,lu bayangin potong pph persen bpjs sehat persen bpjs tk persen jht persen bom potong uda nyampe belas persen anjing,5
144,bp jamsostek bpjs sehat bp tapera tinggal nunggu bp bp negara kalah komplek rumah iur,5
145,perintah iur bpjs sehat kelas ratus delapn puluh enam ribu naik tarif segitu rakyat bayar bbm turun,5
146,nambah potong upah bpjs ketenagakerjaan bpjs pensiun bpjs sehat pp tapera bagi duit sisa gaji,5
147,masyarakat langkah perintah terap sistem tarif adil serta bpjs sehat,5
148,gin gin gaji potong bpjs sehat bpjs pensiun mati pph presiden potong persen potong potong,5
149,bpjs sehat gotong royong sama masyarakat perintah bantu sepenuh,5
150,ikhlas bayar bpjs sehat tapera ikhlas bpjs ketenagakerjaan tapera cari puluh delapan harga tanah rumah taun kejar setor banget perintah,5
151,dp nol persen urgensi masuk kaya iris bpjs sehat sm bpjs tk jamin tarik iur tarik pas pensiun stop kerja rumah urgent sehat selamat kerja pensiun,5
152,potong bpjs sehat ketenagakerjaan enak ko tambah tapera tapera asu,5
153,agustus ribu sembilan belas bilang perintah langgar hukum kait blokir internet karhutla iur bpjs sehat becus,5
154,jaga sehat pajak bpjs nyari duit susah,5
155,potong jht bpjs ketenagakerjaan bpjs sehat kah upah potong manfaaatnya tau lari mana cair jht belit naudzubillah uang loh ilang gitu cair kerja kemaren asu,5
156,potong gaji bulan bpjs sehat ketenagakerjaan pajak hasil jht potong tapera,5
157,lupa naik tarif bpjs sehat berat,5
158,bpjs sehat defisit ngurus bpjs ketenagakerjaan ribet ampun uang potong gaji,5
159,bagi porsi iur tapera unik turut company nol koma persen employee koma persen wajib kerja wajib usaha benefit karyawan ilustrasi benefit karyawan bpjs sehat berat karyawan,5
160,inget kerja layan sehat sumpah pilih kasih pasien atur kerja pasien bpjs vip dua pasien tetep pasien pasien bpjs samping,5
161,wei gila kali yak zakat ajar agama persen hasil ampe persem alesannya biar rumah gaji potong bpjs sehat tenagakerjaan pajak msh tambah potong,5
162,naik iur bpjs sehat pandemi,0
163,bpjs sehat bpjs ketenagakerjaan tapera wajib tapera si kerja rumah potong gaji potong berat,5
164,hasil kerja kerja mandiri potong program tapera tuju bantu masyarakat indonesia milik rumah sistem padu bpjs ketenagakerjaan bpjs sehat tarik ladang korupsi,5
165,potong puluh persen iur bpjs tk bpjs sehat pph asuransi swasta dana pensiun swasta bpjs sehat dipake,5
166,tapera bpjs tenaga kerja sehat persen dapat hasil persen hilang uap mana harap sembilan puluh sembilan persen serta peduli ambil hak,5
167,enam puluh persen serta mandiri stop bayar,1
168,bpjs sehat bpjs ketenagakerjaan bpjs tk pensiun tapera abis nih habis gaji ku,5
169,gaji potong simpan sehat ngurusnya ribet uang,5
170,perintah naik tarif listrik naik tarif bpjs blt salah sasar tolong hutang negara imf bayar hutang beban anak cucu moga sehat,5
171,beban pikul dpt blt listrik diskon bbm turun prakerja bpjs sehat turun harga beras gaji turun bantu mikul beban ayo,5
172,program nih dibikinin rumah gimana wajib kaya bpjs sehat bpjs jarang pake,5
173,bayang hakiki turun kadang potong pajak hasil potong bpjs sehat keluarga,5
174,bayar bpjs sehat iya bpjs tk iya tambah iur gaji pas umr ancur,5
175,konsep bang indonesia iur bpjs ketenagakerjaan bpjs sehat jht muncul hasil pensiun ambil bentuk deposit perban surat utang ribet,5
176,potong sih bpjs asuransi sehat,5
177,kasihan hamil suruh jam siang si dokter jam sore pasien bpjs sehat lambat periksa,5
178,bpjs sehat bpjs tnkr pph tapera dasar sapi perah,5
179,presiden negara vonis lawan hukum karhutla naik tarif bpjs sehat lanjut vonis lawan hukum madam internet papua papua barat negara negara hukum,5
180,iur iur tapera bpjs sehat berat banget,5
181,asuransi sehat maksud bpjs asuransi gantung asuransi claim tuju rapidnya screening gejala rujuk cover,5
182,bpjs sehat bayar ama usaha hebat lo goblok uu bpjs ama ubah goblok,5
183,bpjs sehat full bayar usaha lu kecuali bpjs tk subsidi usaha lu sisa potong dati gaji lu hitung hitung simpan lu kurang dasar tolol lu sakit obat full biaya pake bpjs,5
184,tapera tabung rumah rakyat arisan rumah kayak cuman akal akal nambah cashin persis bpjs bilang arisan sehat,5
185,bpjs sehat bpjs ketenagakerjaan kualitas kerja karyawan rewel pegat,5
186,kali perintah jokowi langgar hukum bakar lahan naik bpjs sehat shutdown internet,5
187,hardcore ujung ujung muncul uu minerba uu cilaka naik bpjs sehat naik bmm baru pitera jilat rezim mah atas baik rakyat,5
188,walah catut potong jancuk bikin bijak potong jkn bpjs sehat potong pajak,5
189,ayo cuy iur kerja bpjs sehat bpjs ketenagakerjaan tambah koperasi usaha hitung pph tambah tapera,5
190,bpjs sehat ketenagakerjaan real mutlak ngurusi rumah ngeh urgensi berat,5
191,potong slip gaji bpjs ketenagakerjaan bpjs jamin pensiun bpjs sehat tapera potong koperasi potong absen abis gaji,5
192,juang rakyat henti jerat bpjs sehat,5
193,bpjs sehat beban rakyat tolak ma dasar penghisap darah rakyat tobat nekat beban tapera karyawan kerja mandiri diktator wajah ganteng,5
194,tapera pungut bpjs tk bpjs sehat luar potong pph pajak ternak pajak anak pajak tanam biara negara kaya,5
195,rumah ngapain gaji potong tapera potong pph bpjs ketenagakerjaan bpjs sehat tapera cebong bahagia beli kopi gelas plastik ember,5
196,bpjs sehat jalan penuh carut marut muncul tapera wajib untuk orang rumah perintah main sedot uang rakyat,5
197,potong gaji kerja tambah bpjs sehat bp jamsostek iur tabung rumah rakyat tapera sarana kerja milik rumah tinggal sifat wajib kerja abis gaji,5
198,maksud gimana pajak kantor kantor paksa pakai bpjs motong uang pakai layan beda asuransi sehat swasta potong sejahtera ngga peres,5
199,potong iur bpjs naker sehat pensiun gede,0
200,pph ppn bpjs sehat bpjs ketenagakerjaan tapera habis gaji,5
201,gaji potong bpjs sehat pilih manfaat nggak eligible koma persen gaji iya manfaat,5
202,sih potong bpjs ketenagakerjaan sehat persen tapera abis gaji,5
203,potong bpjs ketenagakerjaan bpjs sehat berat detail fungsi karyawan swasta,5
204,persis kayak bpjs sehat asal askesnya pns inti sih bijak dulunya pns generalisir swasta subsidi silang sih manfaat bp tapera,5
205,ngomong utama sehat lapang iur bpjs naik obat obat mahal beli nama guna bpjs orang sakit,5
206,jokowi teken pp tapera gaji kerja potong tabung rumah pegawai swasta kerja mandiri potensial iur bpjs sehat ruwet tuju dpr pp,5
207,dana haji ditilep uang kuliah naik bpjs sehat gaji potong buruh phk bumn bangkrut utang roket harga bbm lu bilang tang jokowi indonesia sejahtera adil makmur serah,5
208,potong pot bpjs tk sehat kerja berat,5
209,bpjs sehat bpjs tenaga kerja jht pph nambah kolom tapera abis gaji potong,5
210,bpjs sehat tapera rumah ladang perintah cari duit esemka ilang kabar gimik kampanye kemaren pindah ibukota sok sok,5
211,tapera yaa banget iur bpjs sehat tenaga kerja taspen abis gaji potong,5
212,goblok baca hutang mana potong hutang goblok potong bpjs sehat ketenegakerjaan pensiun potong dana sosial potong uang koperasi paham lo dul,5
213,iur bpjs sehat naik perintah nilai hormat ma,5
214,jamin sehat bpjs milik rumah tapera rakyat indonesia tuntut mandiri negara kelola habis uang gaji,5
215,bilang rumah anggap sumbang nggak iur bpjs sehat bilang serah,5
216,gua nggak kesel perintah tambah potong persen dah nggak pph bpjs sehat bpjs ketenagakerjaan tunjang tua sistem gimana tapera mending bantu rumah murah,5
217,fakta bicara gratis sistem kapitalisme sehat tanggung negara alih individu bpjs negara lepas tangan sangkal,5
218,muncul bpjs jilid potong ketenagakerjaan potong sehat potong rumah nih ntar gaji arisan muter bae sampe tuek,5
219,gugat ma mk paham sebenernya harap banget perpu ramein biar gugat kayak naik iur bpjs sehat,5
220,sistem kayak bpjs kek berat deh tinggal sehat sih duit korupsi mari pantau,5
221,liat detail potong slip gaji bpjs sehat persen tk persen ditambahin tapera persen karyawan kena potong enam koma persen abis,5
222,digabungin potong bpjs tk sehat sedih,5
223,asn bumn swasta media wajib nasional bpjs sehat rumah iur tapera pensiun dana pensiun sdh potong upah karyawan,5
224,tah persen gaji potong bpjs sehat bpjs tenaga kerja,5
225,pusing habis bayar bpjs sehat rate ubah ubah,5
226,ribu orang menandatangani petisi isi tolak naik iur bpjs sehat naik iur pandemi nilai hidup masyarakat sulit,5
227,serah lu dah ntar duit ilang tinggal ngomong salah kelola kayak bpjs sehat,5
228,beban bpjs sehat bpjs naker potong lg maksud pa jokowi manfaat potong kerja,5
229,ngitung bpjs ketenagakerjaan jht porsi karyawan jp porsi karyawan bpjs sehat premi porsi karyawan tapera potong nambahin kerja hrd,5
230,tuju sehat juang lawan corona de naik anggar bpjs mbak rika cipta salah anggota pdi tolak tolong,5
231,baca pp no ribu puluh tabung rumah rakyat presiden cinta jokowi nambah nih pungut paksa gaji taper tambah bpjs sehat ketenagakerjaan sisa gaji tinggal kartu,5
232,plus swasta kayak askes jamsostek lebur jd bpjs sehat,5
233,perintah tolong gaji side job seret naik bpjs sehat persen potong subsidi rumah orang gitu nyicil rumah,5
234,manfaat situasi tagih bpjs macet operasional rs lumpuh bijak larang kumpul area publik minim pasu layan sehat,5
235,tapera jatuh kayak bpjs sehat bpjs ketenagakerjaan paksa,5
236,coba rs khusus ortopedi surabaya kayak operasi wa telfon csnya bilang obat sana pakai bpjs sehat barusan konfirmasi dichat coba henti,5
237,ngurus gatau serta bpjs sehat wajib autodebit ngelampirkan atm buku rekening ngisi formulir tuju autodebet bank kait tau wajib bayar bebas,5
238,lu sadar tax ratio bawah belas persen lu sadar serta aktif bayar bpjs sehat cuman puluh koma tujuh persen ngomong ideologi liat statistik lapang,5
239,kurir salah usaha logistik bumn kasihan bpjs tenaga kerja bpjs sehat cabut semenjak kerja antar brng jalan,5
240,heran iur bpjs bayar tenaga sehat,5
241,jamin paksa asuransi sehat tambah paksa bpjs oh cebong pantes bego kaya si joko,5
242,bp jamsostek ketenagakerjaan bpjs sehat eh adalagi bp tapera hadeuh dapat bayar iur mulu,5
243,bpjs sehat tanggap keluh serta bpjs konfirmasi sulit banget balas dm,5
244,budget segitu bpjs dapetin fasilitas sehat doang untung untung dapet rs emang layan bpjs bagus,5
245,sehat hati tanggung bpjs,5
246,ngeluh bpjs jaga sehat,5
247,emosi gara gara layan bpjs sehat bener antara tanggung loh bikin tension headache benernya sih layan merosot ngurus bpjs sehat bikin badan sehat,5
248,amerika utang rakyat jamin orang nganggur dpt tunjang leher jerat naik bpjs uang jamin sehat amerika sehat jamin negara lo cebong ngepet,5
249,ngakak sih kena prank bpjs sehat iur,5
250,gimana iur bpjs sehat putus mk tolong bilangin jokowi jgn suka langgar uu gimana rakyat sableng ajarin bener,5
251,pro rakyat harga bbm tarif listrik bpjs sehat bikin nang,5
252,bayar tagih kartu sm bpjs sehat kelas suka vertigo gerd bikin pusing,5
253,biaya bpjs sehat gin turun berat,5
254,pimpin tdk moral petinggi negara ngatur bbm harga ngak turun caplok freeport ngak jamin sehat ngak,5
255,pancasila air beli lapang kerja gampan usaha saldo nol ngejar harta harta titip tuhan pancasila iur sehat,5
256,miris bpjs pandemi kunjung reda,5
257,biar kagak lupa orang gantung bpjskesehatan istri lahir mending langsung rs deh faskes apa nama langsung rs biar susah ngurusinnya,5
258,cukai naik deh subsidi bpjs sembari ngerokok amal ngomongin dampak buruk sehat soft drink sehat rokok energy drink bebas lenggang biar bpjs naikin iur berat masyarakat,5
259,didik gratis sehat gratis bpjs nunggak listrik subsidi diem diem rangkak pertamina tolak ukur gejolak aneh berat,5
260,bpjs tk sehat gopek ngabisin gaji,5
261,kalimat kau bilang merdeka bukti nama merdeka damai rakyat tdk sengsara sehat kerja jamin negara bpjs naik iur kerja pake tka,5
262,iur bpjs,4
263,iur bpjs sehat masyarakat tanggung perintah,5
264,free country green cardbya liat gonjreng gt propaganda mah sistem sehat bpjs kagak,5
265,perintah pikir keras baik sistem bpjs sejajar layan asuransi sehat tdk anggap sumbang bantu rakyat tdk banyak dokter layan lapis masyarakat dlm terima fasilitas sehat,5
266,rencana naik iur bpjs sehat nilai cacat hukum,5
267,kemaren sakit kudu pis rapid test mahal tanggung bpjs jaga sehat,5
268,naikin tarif bpjs sehat ngeluh tambah nih menteri gaji pake uang rakyat,5
269,iur bpjs sehat daya beli masyarakat rendah sulit,5
270,gin bpjs bubar nabung segitu kali tujuh keluarga membackup sehat keluarga,5
271,iur gin orang mending bpjs asuransi lbh murah,5
272,bpjs sehat produk asuransi paksa berat masyarakat,5
273,iya kalang tengah ancam miskin pandemi permasalahin tengah pandemi notabene kaya sampe miskin kena imbas pake bpjs sehat sih emang masalah pake bpjstk,5
274,anjing dipikirin nominal duit melulu lo tau bpjs hak sehat warga wajib negara,5
275,perintah mata duit iur dinaikin ngeberatin,5
276,bayar pajak bayar iur bpjs terobos bpjs laku transformasi digital radikal pakai mindset startup digital laku tingkat sehat masyarakat,5
277,bpjs sehat mudah masyarakat,5
278,naik iur solusi atas defisit bpjs sehat,5
279,bpjs sehat kecewa ribet koordinasi jadi minggu istri gugur dikiret klinik utama handayani bpjs aktif,5
280,rakyat susah disusahin contoh pimpin sadis dzolim rakyat,5
281,cekik usaha rakyat brutal naik bpjs sehat dibatalin ma ganti ketua ma naik peras pd usaha rakyat sadis nggak sih prank itu nama iur bpjs sehat,5
282,sentralisasi sehat bpjs tekor mesti tara puskesmas kelola jamkesmas kab kota tara rsud kelola jamkesmas prov tara rsup kelola bpjs pusat atur persentase kelola layan sesuai anggar,5
283,pegawai bpjs pakai bpjs sih iur bpjs sehat putus ma,5
284,bpjs sehat pajak wajib anggota mati bayar mati stop bayar cie indonesia sengsara rakyat,5
285,bener bener rezim cekik rakyat naik iur,5
286,bpjs bentuk subsidi sehat negara gin cerita ragu negara ngasih subsidi rakyat rakyat ngasih subsidi negara,5
287,oi bego emergency bidang sehat benah bidang sehat bpjs tangan covid infrastruktur,5
288,modus jahat berfikir sesat kondisi masyarakat serba susah covid sisi kait defisit bpjs sehat rakyat korban,5
289,iur abis mundur ganti kelola tata kelola ngga beres iur alas,5
290,tau wajib bayar bpjs bulan biaya sehat olah harap sakit sakit duit bayar bayar pegawai bpjs,5
291,bikin emosi bpjs sehat minggu dikerjain bolak sampe muter muter ujung kabupaten sampe ujung kota tengah psbb dilayanin tanggung,5
292,orang cocok bpjs orang orang cari asuransi sehat swasta alas cari layan cepat langsung optimal bpjs ribet administrasi,5
293,kayak bpjs sehat nih adaptasi revolusi industri ada,5
294,jerman sosialis sistem sehat asuransi tinggal dateng gk pake ribet indonesia gelut pake bpjs,5
295,sih bpjs asuransi pt prudential life assurance prudential pt aia financial pt asuransi jiwa manulife indonesia axa mandiri layan sehat cepat,5
296,jokowi gotong royong tengah pandemi naik iur bpjs tengah darurat sehat landa bangsa,5
297,serah bilang kisdi nuduh org bnr fitnah org nanya bpjs sehat iur berat masyarakat hutang negara nyari kerja susah isi tka,5
298,udahlah bubar bpjs sehat nyusahin masyarakat doang bisa,5
299,sih pindah jamin sehat swasta bpjs kelas mata rumah sakit anggap pasien bayar ngutang bayar bpjs perintah rumah sakit telat,5
300,naik iur bpjs sehat nilai cedera manusia,5
301,bagus hasil bayarin utang bpjs sehat biar iur berat masyarakat,5
302,bubarin susah masyarakat jg manfaat benefit bpjs sehat jujur manfaat bpjs tk org jg bs daftar sbg kerja mandiri manfaat lbh kayak nabung deposito,5
303,geruduk dirut bpjs sehat naik iur pihak masyarakat,5
304,tau main tarif bpjs sehat,5
305,naik iur bpjs sehat harap baik layan sehat idi nilai sulit bayar fasilitas sehat,5
306,dpr nilai perintah manfaat social distancing lolos naik iur bpjs sehat,5
307,bpjs usaha cari untung usaha jalan wajib negara jamin sehat masyarakat,5
308,bpjs bubar sistem sehat rakyat urus pemda rugi masyarakat,5
309,ini asuransi jenis nanggung sehat negara rakyat pasung nama bpjs,5
310,bpjs sehat covid harga sembako turun,5
311,bantu rakyat covid salah satu turun bbm boro boro turun naikin iur bpjs negara sih,5
312,negara jamin sehat gratis iur sehat iur,5
313,naik iur bpjs sehat nilai sengsara rakyat pa gugat jokowi,5
314,naik iur bpjs sehat perintah akal putus ma empati sulit rakyat,5
315,hampirgila habis pandemi rsj penuh pasien alas perintah naik iur bpjs alokasi anggar proyeksi sehat jiwa sadar naik iur gila masyarakat,5
316,nutup defisit bpjs sehat rakyat peras koma enam trilyun setor abal abal,5
317,layan bpjs buruk obat rs mending pake asuransi swasta dah iur kelas segitu diturunin mesti tahun kelas sampe gk urus jd mandiri resign mesti kudu jaga sehat,5
318,negara renggut hak rakyat polemik iur bpjs sehat kunjung,5
319,tanda perintah tdk solusi sejahtera sehat rakyat abai suruh turun kelas bpjs sehat defisit tdk duit klau masyarakat turun kelas uang nutupi kurang jd liat akal akal,5
320,mending pindah asuransi swasta bu sri bpjs rs susah suka ruang,5
321,rasa gambar bijak jokowi naik iur bpjs sehat,5
322,bahasa hebat banget rakyat selamat bpjs mana peran negara perintah selamat rakyat serba balik,5
